nohup: ignoring input
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run z2zb5af8
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260910_061727-z2zb5af8
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run adam
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small/runs/z2zb5af8
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
[adam] Epoch 1/200 - Loss: 1.3933, Val Acc: 19.92%, Head: 24.90%, Med: 0.00%, Tail: 0.00%
wandb:      val/acc ▁▂▃▅▅▄▆▆▆▆▇▇█▇▇█▇███▇▇█▇█▇█▇▇▇█▇██▇▇▇▇▇▇
wandb: val/head_acc ▁▄▄▄▅▇▇█▇▇█▇██████▇██▇▇▇█▇███████▇██████
wandb:     val/loss ▄▅▅▃▃▂▂▂▂▃▁▂▂▂▁▂▂▂▃▂▃▂▃▄▄▄▄▅▆▄▆▅▆▆▆▇▇███
wandb:  val/med_acc ▁▁▁▁▁▁▁▁▃▁▃▄▄▄▃▄▇▆▃█▆▆▆▆▆▅▄▆▄▆▆▆▆▅▅▆▅▅▅▅
wandb: val/tail_acc ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:        epoch 200
wandb:    train/acc 99.90327
wandb:   train/loss 0.00562
wandb:      val/acc 48.37
wandb: val/head_acc 57.65
wandb:     val/loss 3.90337
wandb:  val/med_acc 11.25
wandb: val/tail_acc 0
wandb: 
wandb: 🚀 View run adam at: https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small/runs/z2zb5af8
wandb: ⭐️ View project at: https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260910_061727-z2zb5af8/logs
[adam] Epoch 200/200 - Loss: 0.0056, Val Acc: 48.37%, Head: 57.65%, Med: 11.25%, Tail: 0.00%
