nohup: ignoring input
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 5b2u4osk
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260910_193526-5b2u4osk
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run adam
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/ablation-new-transformer
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/ablation-new-transformer/runs/5b2u4osk
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
[adam] Epoch 1/200 - Loss: 1.3929, Val Acc: 19.07%, Head: 23.84%, Med: 0.00%, Tail: 0.00%
[trinity] Epoch 184/200 - Loss: 0.0001, Val Acc: 46.58%, Head: 55.96%, Med: 9.05%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.001
[trinity] Epoch 185/200 - Loss: 0.0001, Val Acc: 46.57%, Head: 55.96%, Med: 9.00%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.000
[trinity] Epoch 186/200 - Loss: 0.0002, Val Acc: 46.35%, Head: 55.76%, Med: 8.70%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.006
[trinity] Epoch 187/200 - Loss: 0.0006, Val Acc: 46.59%, Head: 56.05%, Med: 8.75%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 0.999
[trinity] Epoch 188/200 - Loss: 0.0001, Val Acc: 46.59%, Head: 56.04%, Med: 8.80%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.009
[trinity] Epoch 189/200 - Loss: 0.0001, Val Acc: 46.69%, Head: 56.10%, Med: 9.05%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.012
[trinity] Epoch 190/200 - Loss: 0.0001, Val Acc: 46.69%, Head: 56.10%, Med: 9.05%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.013
[trinity] Epoch 191/200 - Loss: 0.0001, Val Acc: 46.78%, Head: 56.25%, Med: 8.90%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.004
[trinity] Epoch 192/200 - Loss: 0.0001, Val Acc: 46.75%, Head: 56.23%, Med: 8.85%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.009
[trinity] Epoch 193/200 - Loss: 0.0002, Val Acc: 46.69%, Head: 56.06%, Med: 9.20%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.008
[trinity] Epoch 194/200 - Loss: 0.0001, Val Acc: 46.72%, Head: 56.08%, Med: 9.30%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.017
[trinity] Epoch 195/200 - Loss: 0.0008, Val Acc: 46.73%, Head: 56.16%, Med: 9.00%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.017
[trinity] Epoch 196/200 - Loss: 0.0004, Val Acc: 46.72%, Head: 56.09%, Med: 9.25%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.010
[trinity] Epoch 197/200 - Loss: 0.0001, Val Acc: 46.70%, Head: 56.06%, Med: 9.25%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.003
[trinity] Epoch 198/200 - Loss: 0.0002, Val Acc: 46.82%, Head: 56.20%, Med: 9.30%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.015
[trinity] Epoch 199/200 - Loss: 0.0002, Val Acc: 46.73%, Head: 56.16%, Med: 9.00%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.008
wandb: updating run metadata
wandb: uploading output.log; uploading wandb-summary.json; uploading config.yaml
wandb: uploading wandb-summary.json; uploading config.yaml
wandb: uploading history steps 199-199, summary, console lines 200-200
wandb: 
wandb: Run history:
wandb:                       epoch ▁▁▁▁▁▁▂▂▂▂▂▃▃▃▃▃▃▄▄▄▄▄▄▅▅▅▆▆▆▆▆▇▇▇▇▇▇███
wandb:                   train/acc ▁▂▃▃▃▄▄▄▄▄▅▅▅▆▆▇▇███████████████████████
wandb:                  train/loss █▆▆▆▆▅▅▄▄▄▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:       trinity/blocks_probed ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:        trinity/escape_fires ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:  trinity/grafting_scale_max ▄█▅▂▃▃▁▁▁▁▁▂▂▂▃▂▂▁▂▂▂▂▂▃▃▁▃▄▄▃▃▅▅▃▅▆▆▆▆▃
wandb: trinity/grafting_scale_mean ▁▃▃▄▄▃▃▄▄▅▅▅▅▅▆▆▆▇▆▇▇▇▇▆▇▇▇▇▇▇▇▇▇▆▇█▇▇█▇
wandb:  trinity/grafting_scale_min ▁▁▂▂▂▃▄▃▅▄▆▆▆▆▆▇▇█▇▇█▇▆▇▇▅█▅▅▆▃▅▆▃▇▄▅▇▆▆
wandb:       trinity/kfac_inv_fail ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:    trinity/kfac_inv_success ▁██████████████████████████████████▁████
wandb:                         +13 ...
wandb: 
wandb: Run summary:
wandb:                       epoch 200
wandb:                   train/acc 99.98388
wandb:                  train/loss 0.00044
wandb:       trinity/blocks_probed 0
wandb:        trinity/escape_fires 0
wandb:  trinity/grafting_scale_max 1.30319
wandb: trinity/grafting_scale_mean 1.00542
wandb:  trinity/grafting_scale_min 0.86193
wandb:       trinity/kfac_inv_fail 0
wandb:    trinity/kfac_inv_success 38
wandb:                         +13 ...
wandb: 
wandb: 🚀 View run kfac_always_on at: https://wandb.ai/dcll-iiitd/ablation-new-transformer/runs/uteo1vdn
wandb: ⭐️ View project at: https://wandb.ai/dcll-iiitd/ablation-new-transformer
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260910_194529-uteo1vdn/logs
[trinity] Epoch 200/200 - Loss: 0.0004, Val Acc: 46.66%, Head: 56.14%, Med: 8.75%, Tail: 0.00% | SO: 38/38, rho: 1.000, nu: 0.000, escape: 0, kfac_inv: 38/38, graft_scale: 1.005
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 5ythcqs3
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260910_201044-5ythcqs3
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run trinity_full
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/ablation-new-transformer
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/ablation-new-transformer/runs/5ythcqs3
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
<sys>:0: UserWarning: Full backward hook is firing when gradients are computed with respect to module outputs since no inputs require gradients. See https://docs.pytorch.org/docs/main/generated/torch.nn.Module.html#torch.nn.Module.register_full_backward_hook for more details.
[trinity] Epoch 1/200 - Loss: 1.5111, Val Acc: 18.59%, Head: 23.24%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.937, nu: 0.026, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 2/200 - Loss: 1.2595, Val Acc: 24.12%, Head: 30.15%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.874, nu: 0.053, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 3/200 - Loss: 1.1527, Val Acc: 25.38%, Head: 31.73%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.811, nu: 0.066, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 4/200 - Loss: 1.0788, Val Acc: 24.30%, Head: 30.38%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.684, nu: 0.184, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 5/200 - Loss: 1.0301, Val Acc: 28.74%, Head: 35.92%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.621, nu: 0.197, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 6/200 - Loss: 1.0051, Val Acc: 29.85%, Head: 37.31%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.558, nu: 0.204, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 7/200 - Loss: 0.9704, Val Acc: 33.07%, Head: 41.34%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.432, nu: 0.224, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 8/200 - Loss: 0.9401, Val Acc: 27.97%, Head: 34.96%, Med: 0.00%, Tail: 0.00% | SO: 2/38, rho: 0.388, nu: 0.211, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 9/200 - Loss: 0.9263, Val Acc: 28.42%, Head: 35.52%, Med: 0.00%, Tail: 0.00% | SO: 6/38, rho: 0.363, nu: 0.191, escape: 0, kfac_inv: 2/2, graft_scale: 0.975
[trinity] Epoch 10/200 - Loss: 0.8856, Val Acc: 28.94%, Head: 36.17%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.337, nu: 0.217, escape: 0, kfac_inv: 8/8, graft_scale: 0.898
[trinity] Epoch 11/200 - Loss: 0.8680, Val Acc: 34.41%, Head: 43.01%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.287, nu: 0.230, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 12/200 - Loss: 0.8430, Val Acc: 32.84%, Head: 41.05%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.261, nu: 0.191, escape: 0, kfac_inv: 8/8, graft_scale: 0.915
[trinity] Epoch 13/200 - Loss: 0.8402, Val Acc: 34.52%, Head: 43.12%, Med: 0.10%, Tail: 0.00% | SO: 8/38, rho: 0.236, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 14/200 - Loss: 0.8184, Val Acc: 35.27%, Head: 44.06%, Med: 0.10%, Tail: 0.00% | SO: 8/38, rho: 0.186, nu: 0.257, escape: 0, kfac_inv: 8/8, graft_scale: 0.914
[trinity] Epoch 15/200 - Loss: 0.8132, Val Acc: 32.23%, Head: 40.29%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.160, nu: 0.263, escape: 0, kfac_inv: 8/8, graft_scale: 0.925
[trinity] Epoch 16/200 - Loss: 0.7931, Val Acc: 35.59%, Head: 44.48%, Med: 0.05%, Tail: 0.00% | SO: 8/38, rho: 0.150, nu: 0.263, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 17/200 - Loss: 0.7818, Val Acc: 40.56%, Head: 50.29%, Med: 1.65%, Tail: 0.00% | SO: 8/38, rho: 0.140, nu: 0.237, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 18/200 - Loss: 0.7648, Val Acc: 35.13%, Head: 43.60%, Med: 1.25%, Tail: 0.00% | SO: 8/38, rho: 0.120, nu: 0.224, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 19/200 - Loss: 0.7620, Val Acc: 36.46%, Head: 45.51%, Med: 0.25%, Tail: 0.00% | SO: 8/38, rho: 0.110, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 20/200 - Loss: 0.7425, Val Acc: 37.68%, Head: 46.54%, Med: 2.25%, Tail: 0.00% | SO: 8/38, rho: 0.100, nu: 0.197, escape: 0, kfac_inv: 8/8, graft_scale: 0.888
[trinity] Epoch 21/200 - Loss: 0.7329, Val Acc: 35.57%, Head: 44.09%, Med: 1.50%, Tail: 0.00% | SO: 8/38, rho: 0.079, nu: 0.230, escape: 0, kfac_inv: 8/8, graft_scale: 0.905
[trinity] Epoch 22/200 - Loss: 0.7195, Val Acc: 37.47%, Head: 46.00%, Med: 3.35%, Tail: 0.00% | SO: 8/38, rho: 0.069, nu: 0.230, escape: 0, kfac_inv: 8/8, graft_scale: 0.900
[trinity] Epoch 23/200 - Loss: 0.7060, Val Acc: 39.63%, Head: 49.49%, Med: 0.20%, Tail: 0.00% | SO: 8/38, rho: 0.062, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 24/200 - Loss: 0.6932, Val Acc: 41.76%, Head: 51.58%, Med: 2.50%, Tail: 0.00% | SO: 8/38, rho: 0.054, nu: 0.296, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 25/200 - Loss: 0.6826, Val Acc: 38.10%, Head: 46.76%, Med: 3.45%, Tail: 0.00% | SO: 8/38, rho: 0.050, nu: 0.230, escape: 0, kfac_inv: 8/8, graft_scale: 0.886
[trinity] Epoch 26/200 - Loss: 0.6720, Val Acc: 41.21%, Head: 51.17%, Med: 1.35%, Tail: 0.00% | SO: 8/38, rho: 0.046, nu: 0.217, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 27/200 - Loss: 0.6594, Val Acc: 38.18%, Head: 45.85%, Med: 7.50%, Tail: 0.00% | SO: 8/38, rho: 0.042, nu: 0.243, escape: 0, kfac_inv: 8/8, graft_scale: 0.906
[trinity] Epoch 28/200 - Loss: 0.6443, Val Acc: 41.49%, Head: 50.31%, Med: 6.20%, Tail: 0.00% | SO: 8/38, rho: 0.034, nu: 0.224, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 29/200 - Loss: 0.6362, Val Acc: 41.98%, Head: 51.35%, Med: 4.50%, Tail: 0.00% | SO: 8/38, rho: 0.030, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 30/200 - Loss: 0.6239, Val Acc: 43.06%, Head: 52.98%, Med: 3.40%, Tail: 0.00% | SO: 8/38, rho: 0.026, nu: 0.224, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 31/200 - Loss: 0.6160, Val Acc: 40.41%, Head: 49.52%, Med: 3.95%, Tail: 0.00% | SO: 8/38, rho: 0.023, nu: 0.243, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 32/200 - Loss: 0.5976, Val Acc: 43.30%, Head: 53.27%, Med: 3.40%, Tail: 0.00% | SO: 8/38, rho: 0.021, nu: 0.296, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 33/200 - Loss: 0.5884, Val Acc: 43.59%, Head: 53.15%, Med: 5.35%, Tail: 0.00% | SO: 8/38, rho: 0.020, nu: 0.336, escape: 0, kfac_inv: 8/8, graft_scale: 0.888
[trinity] Epoch 34/200 - Loss: 0.5809, Val Acc: 42.87%, Head: 51.67%, Med: 7.65%, Tail: 0.00% | SO: 8/38, rho: 0.018, nu: 0.309, escape: 0, kfac_inv: 0/0, graft_scale: 0.896
[trinity] Epoch 35/200 - Loss: 0.5553, Val Acc: 45.82%, Head: 55.96%, Med: 5.25%, Tail: 0.00% | SO: 8/38, rho: 0.015, nu: 0.329, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 36/200 - Loss: 0.5469, Val Acc: 41.33%, Head: 51.21%, Med: 1.80%, Tail: 0.00% | SO: 8/38, rho: 0.013, nu: 0.342, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 37/200 - Loss: 0.5395, Val Acc: 43.23%, Head: 52.05%, Med: 7.95%, Tail: 0.00% | SO: 8/38, rho: 0.012, nu: 0.342, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 38/200 - Loss: 0.5471, Val Acc: 44.53%, Head: 52.95%, Med: 10.85%, Tail: 0.00% | SO: 8/38, rho: 0.010, nu: 0.296, escape: 0, kfac_inv: 8/8, graft_scale: 0.896
[trinity] Epoch 39/200 - Loss: 0.5101, Val Acc: 44.15%, Head: 53.48%, Med: 6.85%, Tail: 0.00% | SO: 8/38, rho: 0.009, nu: 0.243, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 40/200 - Loss: 0.5042, Val Acc: 41.11%, Head: 50.34%, Med: 4.20%, Tail: 0.00% | SO: 8/38, rho: 0.008, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 41/200 - Loss: 0.4842, Val Acc: 46.51%, Head: 54.05%, Med: 16.35%, Tail: 0.00% | SO: 8/38, rho: 0.007, nu: 0.217, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 42/200 - Loss: 0.4746, Val Acc: 43.60%, Head: 53.11%, Med: 5.55%, Tail: 0.00% | SO: 8/38, rho: 0.006, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.902
[trinity] Epoch 43/200 - Loss: 0.4660, Val Acc: 45.44%, Head: 55.35%, Med: 5.80%, Tail: 0.00% | SO: 8/38, rho: 0.006, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.904
[trinity] Epoch 44/200 - Loss: 0.4476, Val Acc: 46.90%, Head: 55.86%, Med: 11.05%, Tail: 0.00% | SO: 8/38, rho: 0.005, nu: 0.217, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 45/200 - Loss: 0.4407, Val Acc: 41.79%, Head: 51.55%, Med: 2.75%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 46/200 - Loss: 0.4230, Val Acc: 44.14%, Head: 54.05%, Med: 4.50%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.896
[trinity] Epoch 47/200 - Loss: 0.4025, Val Acc: 44.54%, Head: 53.19%, Med: 9.95%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.178, escape: 0, kfac_inv: 8/8, graft_scale: 0.891
[trinity] Epoch 48/200 - Loss: 0.3828, Val Acc: 45.82%, Head: 54.25%, Med: 12.10%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.885
[trinity] Epoch 49/200 - Loss: 0.3651, Val Acc: 47.12%, Head: 56.52%, Med: 9.50%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.197, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 50/200 - Loss: 0.3606, Val Acc: 47.83%, Head: 57.94%, Med: 7.40%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.892
[trinity] Epoch 51/200 - Loss: 0.3339, Val Acc: 45.70%, Head: 54.39%, Med: 10.95%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 52/200 - Loss: 0.3299, Val Acc: 46.38%, Head: 55.80%, Med: 8.70%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.191, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 53/200 - Loss: 0.3251, Val Acc: 45.85%, Head: 55.35%, Med: 7.85%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.886
[trinity] Epoch 54/200 - Loss: 0.2933, Val Acc: 46.82%, Head: 56.34%, Med: 8.75%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.886
[trinity] Epoch 55/200 - Loss: 0.2854, Val Acc: 48.26%, Head: 55.58%, Med: 19.00%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.178, escape: 0, kfac_inv: 8/8, graft_scale: 0.875
[trinity] Epoch 56/200 - Loss: 0.2676, Val Acc: 48.01%, Head: 57.45%, Med: 10.25%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.158, escape: 0, kfac_inv: 8/8, graft_scale: 0.878
[trinity] Epoch 57/200 - Loss: 0.2550, Val Acc: 47.98%, Head: 56.00%, Med: 15.90%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.158, escape: 0, kfac_inv: 8/8, graft_scale: 0.882
[trinity] Epoch 58/200 - Loss: 0.2419, Val Acc: 44.86%, Head: 53.95%, Med: 8.50%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.171, escape: 0, kfac_inv: 8/8, graft_scale: 0.888
[trinity] Epoch 59/200 - Loss: 0.2241, Val Acc: 46.56%, Head: 54.80%, Med: 13.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.145, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 60/200 - Loss: 0.2155, Val Acc: 47.01%, Head: 56.21%, Med: 10.20%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.138, escape: 0, kfac_inv: 8/8, graft_scale: 0.878
[trinity] Epoch 61/200 - Loss: 0.2008, Val Acc: 44.66%, Head: 53.30%, Med: 10.10%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.125, escape: 0, kfac_inv: 8/8, graft_scale: 0.898
[trinity] Epoch 62/200 - Loss: 0.2052, Val Acc: 47.06%, Head: 56.29%, Med: 10.15%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.105, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 63/200 - Loss: 0.1836, Val Acc: 47.24%, Head: 56.15%, Med: 11.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 64/200 - Loss: 0.1761, Val Acc: 47.03%, Head: 56.65%, Med: 8.55%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.079, escape: 0, kfac_inv: 8/8, graft_scale: 0.886
[trinity] Epoch 65/200 - Loss: 0.1569, Val Acc: 47.17%, Head: 56.61%, Med: 9.40%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.033, escape: 0, kfac_inv: 8/8, graft_scale: 0.877
[trinity] Epoch 66/200 - Loss: 0.1674, Val Acc: 44.70%, Head: 54.62%, Med: 5.00%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 67/200 - Loss: 0.1511, Val Acc: 44.80%, Head: 54.35%, Med: 6.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 0/0, graft_scale: 0.906
[trinity] Epoch 68/200 - Loss: 0.1529, Val Acc: 46.65%, Head: 56.46%, Med: 7.40%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 69/200 - Loss: 0.1288, Val Acc: 45.80%, Head: 54.29%, Med: 11.85%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 8/8, graft_scale: 0.905
[trinity] Epoch 70/200 - Loss: 0.1372, Val Acc: 47.17%, Head: 56.17%, Med: 11.15%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.053, escape: 0, kfac_inv: 8/8, graft_scale: 0.896
[trinity] Epoch 71/200 - Loss: 0.1171, Val Acc: 46.68%, Head: 56.24%, Med: 8.45%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.046, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 72/200 - Loss: 0.1208, Val Acc: 46.31%, Head: 54.70%, Med: 12.75%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 73/200 - Loss: 0.1157, Val Acc: 48.08%, Head: 57.36%, Med: 10.95%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 74/200 - Loss: 0.1113, Val Acc: 47.69%, Head: 56.80%, Med: 11.25%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 8/8, graft_scale: 0.914
[trinity] Epoch 75/200 - Loss: 0.1054, Val Acc: 47.80%, Head: 56.49%, Med: 13.05%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.066, escape: 0, kfac_inv: 8/8, graft_scale: 0.916
[trinity] Epoch 76/200 - Loss: 0.0983, Val Acc: 47.41%, Head: 55.98%, Med: 13.15%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.904
[trinity] Epoch 77/200 - Loss: 0.0921, Val Acc: 48.93%, Head: 57.39%, Med: 15.10%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.910
[trinity] Epoch 78/200 - Loss: 0.0941, Val Acc: 45.34%, Head: 52.52%, Med: 16.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.915
[trinity] Epoch 79/200 - Loss: 0.0847, Val Acc: 46.38%, Head: 54.98%, Med: 12.00%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.086, escape: 0, kfac_inv: 8/8, graft_scale: 0.919
[trinity] Epoch 80/200 - Loss: 0.0788, Val Acc: 46.32%, Head: 56.38%, Med: 6.10%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.079, escape: 0, kfac_inv: 8/8, graft_scale: 0.920
[trinity] Epoch 81/200 - Loss: 0.0797, Val Acc: 45.99%, Head: 55.24%, Med: 9.00%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.918
[trinity] Epoch 82/200 - Loss: 0.0777, Val Acc: 48.40%, Head: 56.62%, Med: 15.50%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.178, escape: 0, kfac_inv: 8/8, graft_scale: 0.916
