nohup: ignoring input
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run rnsy9as3
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260909_065826-rnsy9as3
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run sgd
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/transformer-trinity-optimizer-comparison-200-transformer
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/transformer-trinity-optimizer-comparison-200-transformer/runs/rnsy9as3
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
[sgd] Epoch 1/200 - Loss: 1.4924, Val Acc: 20.15%, Head: 25.19%, Med: 0.00%, Tail: 0.00%
wandb:    train/acc ▁▂▄▄▅▅▅▅▅▅▅▆▆▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇█▇█████
wandb:   train/loss ██▆▆▆▅▅▅▅▅▅▅▅▅▅▄▄▄▄▄▄▄▃▃▃▃▃▃▃▃▂▂▂▂▂▁▁▁▁▁
wandb:      val/acc ▁▁▁▂▃▃▄▄▄▄▄▄▅▄▄▅▄▄▅▅▅▆▅▆▇▇▇▆▆▇▇▇▇▇██████
wandb: val/head_acc ▁▃▄▄▄▅▄▅▄▅▆▆▅▆▆▆▅▆▆▇▆▇▆▆▆▇▇▇▇▇▇▇▇███████
wandb:     val/loss █▆▅▆▄▅▃▄▄▂▄▄▂▃▃▃▂▃▂▂▂▂▂▁▂▂▁▃▂▃▂▂▂▁▂▂▁▂▂▁
wandb:  val/med_acc ▁▁▁▁▁▁▁▁▁▁▂▂▁▃▂▂▃▂▂▃▁▄▂▃▆▄▃▅▅▅▅██▆█▇▇██▇
wandb: val/tail_acc ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:        epoch 200
wandb:    train/acc 89.41641
wandb:   train/loss 0.30694
wandb:      val/acc 50.67
wandb: val/head_acc 59.6125
wandb:     val/loss 1.8014
wandb:  val/med_acc 14.9
wandb: val/tail_acc 0
wandb: 
wandb: 🚀 View run sgd at: https://wandb.ai/dcll-iiitd/transformer-trinity-optimizer-comparison-200-transformer/runs/rnsy9as3
wandb: ⭐️ View project at: https://wandb.ai/dcll-iiitd/transformer-trinity-optimizer-comparison-200-transformer
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260909_065826-rnsy9as3/logs
[sgd] Epoch 200/200 - Loss: 0.3069, Val Acc: 50.67%, Head: 59.61%, Med: 14.90%, Tail: 0.00%
