nohup: ignoring input
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run lb4uocno
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260910_064025-lb4uocno
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run rmsprop
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small/runs/lb4uocno
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
[rmsprop] Epoch 1/200 - Loss: 1.3414, Val Acc: 21.59%, Head: 26.99%, Med: 0.00%, Tail: 0.00%
[rmsprop] Epoch 196/200 - Loss: 0.0659, Val Acc: 43.03%, Head: 51.54%, Med: 9.00%, Tail: 0.00%
[rmsprop] Epoch 197/200 - Loss: 0.0626, Val Acc: 42.98%, Head: 51.48%, Med: 9.00%, Tail: 0.00%
[rmsprop] Epoch 198/200 - Loss: 0.0623, Val Acc: 43.03%, Head: 51.55%, Med: 8.95%, Tail: 0.00%
[rmsprop] Epoch 199/200 - Loss: 0.0648, Val Acc: 43.03%, Head: 51.55%, Med: 8.95%, Tail: 0.00%
wandb: updating run metadata
wandb: uploading wandb-summary.json; uploading config.yaml; uploading output.log
wandb: uploading wandb-summary.json; uploading output.log
wandb: uploading history steps 196-199, summary, console lines 196-199
wandb: 
wandb: Run history:
wandb:        epoch ▁▁▂▂▂▃▃▃▃▃▃▄▄▄▄▄▅▅▅▅▅▅▆▆▆▆▆▆▆▆▇▇▇▇▇▇████
wandb:    train/acc ▁▁▂▃▃▃▃▃▄▄▄▄▄▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇██████████
wandb:   train/loss █▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄▄▃▃▃▃▃▃▃▂▂▂▂▂▁▁▁▁▁▁▁▁▁
wandb:      val/acc ▁▃▃▃▄▄▅▅▄▅▆█▇█▇▇███████▇█▇██▇▇▇█▇▇▇▇▇▇▇▇
wandb: val/head_acc ▁▃▃▄▃▆▅▅▆▆▅▆▆▇▇▆▇█▇█▇██████▇█████▇█▇▇█▇█
wandb:     val/loss ▅▇▄▄▄▃▂▃▂▂▁▂▂▁▂▁▂▁▁▂▃▂▄▃▃▄▄▅▅▆▆▆▆▇▇█████
wandb:  val/med_acc ▁▁▁▁▁▁▁▁▁▁▁▂▁▂▁▄▄▄▃▄▄▅▂▄▆▇█▅▅▄▅▅▅▆▆▆▆▆▅▅
wandb: val/tail_acc ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:        epoch 200
wandb:    train/acc 98.00903
wandb:   train/loss 0.06456
wandb:      val/acc 43.08
wandb: val/head_acc 51.5625
wandb:     val/loss 3.83623
wandb:  val/med_acc 9.15
wandb: val/tail_acc 0
wandb: 
wandb: 🚀 View run rmsprop at: https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small/runs/lb4uocno
wandb: ⭐️ View project at: https://wandb.ai/dcll-iiitd/new-transformer-trinity-optimizer-comparison-200-transformer-small
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260910_064025-lb4uocno/logs
[rmsprop] Epoch 200/200 - Loss: 0.0646, Val Acc: 43.08%, Head: 51.56%, Med: 9.15%, Tail: 0.00%
